Filename,Red_Mean,Green_Mean,Blue_Mean,Blur_Variance,Brightness,Highlight_Ratio,Category_Tags
6788.png,4.51,159.4,176.14,39.59,114.99,0,Turbid / High Haze + Deep Sea (Severe Cast)
678_img_.png,69.11,135.24,155.53,501.95,117.78,0.0025,Standard / Moderate
679_img_.png,94.84,126.59,109.99,1752.17,115.21,0.0144,Standard / Moderate
67_img_.png,61.72,118.36,149.86,2560.48,105.02,0.007,Standard / Moderate
680_img_.png,121.8,138.36,112.74,2327.21,130.49,0.0699,Shallow (Sunlit / Caustics)
681_img_.png,121.32,142.81,124.2,1313.35,134.26,0.1356,Shallow (Sunlit / Caustics)
6820.png,6.86,126.28,158.33,78.79,94.23,0.0027,Turbid / High Haze + Deep Sea (Severe Cast)
682_img_.png,97.44,124.92,118.02,1909.8,115.91,0.0668,Shallow (Sunlit / Caustics)
683_img_.png,56.43,124.87,159.75,838.79,108.37,0.0454,Shallow (Sunlit / Caustics)
684_img_.png,104.99,127.69,134.4,1754.65,121.67,0.021,Shallow (Sunlit / Caustics)
685_img_.png,16.45,165.84,192.79,27.46,124.25,0,Turbid / High Haze + Deep Sea (Severe Cast)
686_img_.png,23.71,161.37,198.22,39.05,124.41,0.0005,Turbid / High Haze + Deep Sea (Severe Cast)
6872.png,1.74,106.03,137.86,18.48,78.47,0,Turbid / High Haze + Deep Sea (Severe Cast)
687_img_.png,22.68,170.6,225.2,24.34,132.59,0.0014,Turbid / High Haze + Deep Sea (Severe Cast)
688_img_.png,43.06,144.34,169.01,303.04,116.88,0.0146,Standard / Moderate
689_img_.png,6.27,129.07,194.25,101.45,99.78,0,Deep Sea (Severe Cast)
690_img_.png,10.08,51.97,87.9,34.02,43.52,0,Low Illumination + Turbid / High Haze + Deep Sea (Severe Cast)
691_img_.png,97.41,136.49,157.2,519.85,127.17,0.0139,Standard / Moderate
692_img_.png,91.6,131.53,124.66,145.79,118.79,0.0169,Standard / Moderate
694_img_.png,87.19,123.86,136.07,191.95,114.28,0.0874,Shallow (Sunlit / Caustics)
695_img_.png,47.35,125.39,134.96,167.69,103.14,0.0001,Standard / Moderate
696_img_.png,46.67,117.85,120.2,145.96,96.83,0,Standard / Moderate
697_img_.png,42.48,119.2,139.54,97.33,98.58,0,Turbid / High Haze
698_img_.png,76.33,116.67,134.51,1416.18,106.64,0.0126,Standard / Moderate
699_img_.png,91.88,134.69,150.73,444.35,123.7,0.0499,Shallow (Sunlit / Caustics)
6_img_.png,45.58,146.73,162.25,165.36,118.27,0.0059,Standard / Moderate
700_img_.png,63.87,90.85,93.13,1038.96,83.03,0.0122,Standard / Moderate
701_img_.png,3.04,155.99,147.78,36.03,109.31,0.0002,Turbid / High Haze + Deep Sea (Severe Cast)
7027.png,2.43,131.49,159.01,39.71,96.04,0,Turbid / High Haze + Deep Sea (Severe Cast)
702_img_.png,69.63,154.8,159.53,34.81,129.88,0,Turbid / High Haze
703_img_.png,52.74,154.66,171.44,27.19,126.1,0,Turbid / High Haze
704_img_.png,41.57,163.61,173.91,125.32,128.31,0,Standard / Moderate
705_img_.png,114.08,147.48,164.57,346.32,139.45,0.0413,Shallow (Sunlit / Caustics)
706_img_.png,8.52,145.55,226.92,377.43,113.88,0.0042,Deep Sea (Severe Cast)
707_img_.png,58.28,74.37,96.42,260.84,72.06,0.0016,Standard / Moderate
708_img_.png,106.33,173.22,190.91,3246.86,155.23,0.0712,Shallow (Sunlit / Caustics)
709_img_.png,33.01,69.72,199.43,699.4,73.52,0.0095,Deep Sea (Severe Cast)
70_img_.png,25.38,91.84,100.41,142.95,72.93,0.0002,Deep Sea (Severe Cast)
710_img_.png,125.43,191.14,187.52,1568.03,171.11,0.2327,Shallow (Sunlit / Caustics)
711_img_.png,15.2,120.59,143.86,19.69,91.74,0,Turbid / High Haze + Deep Sea (Severe Cast)
712_img_.png,11.59,99.42,119.95,26.19,75.49,0,Turbid / High Haze + Deep Sea (Severe Cast)
713_img_.png,12.32,101.19,124.38,13.93,77.26,0,Turbid / High Haze + Deep Sea (Severe Cast)
714_img_.png,10.12,82.76,101.43,10.5,63.15,0,Turbid / High Haze + Deep Sea (Severe Cast)
715_img_.png,20.79,124.9,149.23,18.32,96.54,0,Turbid / High Haze + Deep Sea (Severe Cast)
716_img_.png,8.19,86.99,104.31,21.58,65.43,0,Turbid / High Haze + Deep Sea (Severe Cast)
718_img_.png,12.16,121.11,137.23,27.08,90.36,0,Turbid / High Haze + Deep Sea (Severe Cast)
719_img_.png,2.97,139.85,162.87,18.92,101.54,0,Turbid / High Haze + Deep Sea (Severe Cast)
720_img_.png,67.88,120.94,155.8,358.15,109.08,0.0087,Standard / Moderate
721_img_.png,81.81,146.74,170.73,939.7,130.06,0.0323,Shallow (Sunlit / Caustics)
722_img_.png,82.61,134.97,147.34,1551.35,120.73,0.0251,Shallow (Sunlit / Caustics)
723_img_.png,102.76,126.62,79.87,358.09,114.15,0.0697,Shallow (Sunlit / Caustics) + High Green Density (Algae)
724_img_.png,120.03,140.68,174.77,87.52,138.37,0.0236,Turbid / High Haze + Shallow (Sunlit / Caustics)
725_img_.png,110.06,140.52,185.65,466.12,136.56,0.1048,Shallow (Sunlit / Caustics)
726_img_.png,62.41,141.63,174.06,2124.13,121.66,0.0231,Shallow (Sunlit / Caustics)
727_img_.png,109.04,135.7,122.83,3251.85,126.26,0.1128,Shallow (Sunlit / Caustics)
728_img_.png,105.09,128.25,111.41,51.15,119.4,0.0153,Turbid / High Haze
729_img_.png,122.8,152.73,134.47,70.57,141.7,0.0358,Turbid / High Haze + Shallow (Sunlit / Caustics)
72_img_.png,23.43,98.46,103.92,320.14,76.64,0.0004,Deep Sea (Severe Cast)
730_img_.png,108.59,136.8,101.87,101.89,124.38,0.0077,High Green Density (Algae)
731_img_.png,108.82,137.7,125.73,179.59,127.69,0.0182,Standard / Moderate
732_img_.png,92.67,133.37,126.67,147.75,120.43,0.0194,Standard / Moderate
733_img_.png,36.8,148.38,101.92,7.24,109.72,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
734_img_.png,34.47,138.82,102.38,67.81,103.46,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
735_img_.png,77.6,152.85,167.7,1250.19,132.04,0.0146,Standard / Moderate
736_img_.png,75.96,102.54,94.09,296.61,93.63,0.0095,Standard / Moderate
737_img_.png,92.24,128.16,135.23,3019.91,118.22,0.1025,Shallow (Sunlit / Caustics)
738_img_.png,95.85,131.02,137.18,240.54,121.23,0.0192,Standard / Moderate
73_img_.png,49.63,114.02,121.34,1181.53,95.58,0.0022,Standard / Moderate
740_img_.png,69.8,159.34,154.38,37.5,132.01,0,Turbid / High Haze
741_img_.png,94.55,118.52,108.11,152.56,110.16,0.0151,Standard / Moderate
743_img_.png,25.62,115.9,160.25,66.77,93.98,0,Turbid / High Haze + Deep Sea (Severe Cast)
744_img_.png,114,136.34,131.46,1878.95,129.11,0.038,Shallow (Sunlit / Caustics)
745_img_.png,65.26,120.51,165.03,206.9,109.06,0.0007,Standard / Moderate
746_img_.png,124.79,142.55,149.14,187.98,137.98,0.0626,Shallow (Sunlit / Caustics)
747_img_.png,139.16,173.7,76.27,24.63,152.25,0.0099,Turbid / High Haze + High Green Density (Algae)
748_img_.png,118.08,138.64,79.07,13.88,125.71,0.0094,Turbid / High Haze + High Green Density (Algae)
749_img_.png,103.9,121.29,122.38,61.97,116.22,0.0179,Turbid / High Haze
74_img_.png,86.19,156.01,192.34,150.55,139.27,0.0033,Standard / Moderate
750_img_.png,60.99,99.5,119.75,56.83,90.3,0.0122,Turbid / High Haze
751_img_.png,81.91,114.89,103.56,77.23,103.73,0.0085,Turbid / High Haze
752_img_.png,86.38,122.55,130.32,3558.01,112.63,0.0089,Standard / Moderate
753_img_.png,73.96,113.97,117.31,291.7,102.38,0.0128,Standard / Moderate
754_img_.png,118.59,159.59,179.3,995.19,149.56,0.0541,Shallow (Sunlit / Caustics)
756.png,38.52,108.29,85.63,40.83,84.85,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
756_img_.png,143.65,170.35,163.85,2002.53,161.64,0.2722,Shallow (Sunlit / Caustics)
757_img_.png,85.01,80.67,74.28,148.93,81.23,0.0513,Shallow (Sunlit / Caustics)
758.png,49.15,141.03,109.4,71.37,109.95,0.0039,Turbid / High Haze + High Green Density (Algae)
758_img_.png,107.3,153.55,171.68,53.24,141.79,0.0844,Turbid / High Haze + Shallow (Sunlit / Caustics)
759_img_.png,95.98,122.36,149.74,110.74,117.58,0.0086,Standard / Moderate
760_img_.png,90.77,147.65,179.9,4530.59,134.3,0.0621,Shallow (Sunlit / Caustics)
762_img_.png,120.51,129.98,89.85,1163.43,122.57,0.0157,Standard / Moderate
763_img_.png,128.74,135.79,129.2,444.56,132.93,0.1505,Shallow (Sunlit / Caustics)
7643.png,4.14,125.72,131.44,88.18,90.01,0,Turbid / High Haze + Deep Sea (Severe Cast)
764_img_.png,133.85,142.67,140.69,310.51,139.8,0.1135,Shallow (Sunlit / Caustics)
7654.png,4.55,146.97,159.38,178.55,105.8,0,Deep Sea (Severe Cast)
765_img_.png,123.54,143.42,139.77,428.94,137.05,0.0726,Shallow (Sunlit / Caustics)
766_img_.png,135.67,135.09,120.69,178.76,133.62,0.0345,Shallow (Sunlit / Caustics)
767_img_.png,70.84,125.98,127.6,61.81,109.69,0,Turbid / High Haze
768_img_.png,139.3,152.51,152.6,18.35,148.57,0,Turbid / High Haze
769_img_.png,166.28,175.82,113.09,647,165.81,0.0339,Shallow (Sunlit / Caustics)
76_img_.png,78.68,178.06,156.97,74.36,145.94,0.011,Turbid / High Haze + High Green Density (Algae)
770_img_.png,106.79,114.22,118.38,5076.34,112.47,0.0506,Shallow (Sunlit / Caustics)
771_img_.png,135.78,150.23,137.56,75.78,144.47,0.0318,Turbid / High Haze + Shallow (Sunlit / Caustics)
772_img_.png,96.34,120.7,132.67,198.1,114.77,0.0018,Standard / Moderate
773_img_.png,123.01,145.17,122.53,286.94,135.96,0.0066,High Green Density (Algae)
775_img_.png,84.76,119.49,130.81,205.83,110.42,0.0013,Standard / Moderate
776_img_.png,69.5,111.91,121.13,59.09,100.28,0.0001,Turbid / High Haze
777_img_.png,89.03,118.56,119.1,204.75,109.81,0.0118,Standard / Moderate
778_img_.png,82.72,117.5,115.32,136.76,106.86,0.0063,Standard / Moderate
779_img_.png,89.21,116.49,111.68,204.63,107.79,0.0057,Standard / Moderate
77_img_.png,78.29,142.91,127.91,763.31,121.87,0.0532,Shallow (Sunlit / Caustics)
780_img_.png,79.52,120.68,119.28,240.62,108.23,0.0006,Standard / Moderate
781_img_.png,74.88,115.95,119.21,64.5,104.05,0.0005,Turbid / High Haze
782_img_.png,100.53,98.39,98.92,104.69,99.09,0.084,Shallow (Sunlit / Caustics)
783_img_.png,96.83,113.38,98.75,451.52,106.77,0.0395,Shallow (Sunlit / Caustics)
784_img_.png,94.16,107.51,113.75,1814.18,104.23,0.0275,Shallow (Sunlit / Caustics)
785_img_.png,125.05,140.52,152.99,461.57,137.31,0.0157,Standard / Moderate
786_img_.png,3.04,155.99,147.78,36.03,109.31,0.0002,Turbid / High Haze + Deep Sea (Severe Cast)
787_img_.png,77.37,138.89,175.45,2391.36,124.66,0.0372,Shallow (Sunlit / Caustics)
788_img_.png,127.99,149.12,133.66,232.3,141.04,0.0016,Standard / Moderate
789_img_.png,49.65,149.88,105.32,539.9,114.82,0,High Green Density (Algae)
78_img_.png,13.72,78.7,139.01,407.28,66.15,0,Deep Sea (Severe Cast)
790_img_.png,85.72,75.16,75.67,189.56,78.37,0.0075,Standard / Moderate
7916.png,1.57,115.96,158.3,88.83,86.57,0,Turbid / High Haze + Deep Sea (Severe Cast)
791_img_.png,83.54,105.45,144.15,418.22,103.3,0.0024,Standard / Moderate
792_img_.png,122.83,145.45,128.13,521.35,136.72,0.0253,Shallow (Sunlit / Caustics)
793_img_.png,68.37,72.85,103.47,300.52,75.03,0.0074,Standard / Moderate
794_img_.png,113.17,133.82,132.8,169.96,127.51,0.0058,Standard / Moderate
795_img_.png,90.8,127.36,142.35,344.17,118.15,0.0194,Standard / Moderate
796_img_.png,84.55,99.89,123.95,43.46,98.07,0.0851,Turbid / High Haze + Shallow (Sunlit / Caustics)
797_img_.png,102.63,146.24,178.1,595.33,136.85,0.0196,Standard / Moderate
798_img_.png,72.87,107.23,134.7,43.74,100.08,0.1019,Turbid / High Haze + Shallow (Sunlit / Caustics)
799_img_.png,95.39,112.4,147.58,734.73,111.33,0.026,Shallow (Sunlit / Caustics)
79_img_.png,87.26,111.85,111.59,3893.31,104.46,0.012,Standard / Moderate
7_img_.png,19.94,104.93,113.52,211.65,80.49,0.0071,Deep Sea (Severe Cast)
800_img_.png,95.45,137.16,140.81,133.26,125.12,0.0019,Standard / Moderate
8010.png,2.59,128.71,165.12,116.83,95.15,0,Deep Sea (Severe Cast)
802_img_.png,118.41,158.67,143.03,164.78,144.84,0.055,Shallow (Sunlit / Caustics)
803_img_.png,91.98,108.68,117.7,144.38,104.71,0.0053,Standard / Moderate
8046.png,1.07,127.13,169.43,44.93,94.27,0,Turbid / High Haze + Deep Sea (Severe Cast)
804_img_.png,160.71,165.48,141.48,187.34,161.33,0.0276,Shallow (Sunlit / Caustics)
8056.png,1.37,138.27,169.3,123.54,100.87,0,Deep Sea (Severe Cast)
806_img_.png,94.42,105.7,109.55,2107.46,102.77,0.0129,Standard / Moderate
807_img_.png,107.65,189.39,195.76,379.27,165.68,0.0587,Shallow (Sunlit / Caustics)
808_img_.png,29.08,119.89,154.38,166.23,96.67,0.0007,Deep Sea (Severe Cast)
809_img_.png,121.68,158.86,186.44,225.39,150.89,0.1388,Shallow (Sunlit / Caustics)
80_img_.png,143.17,163.08,134.51,298.45,153.87,0.0682,Shallow (Sunlit / Caustics)
810_img_.png,51.56,127.78,183.02,1014.11,111.28,0.006,Standard / Moderate
811_img_.png,69.51,123.38,176.57,592.48,113.33,0.0002,Standard / Moderate
812_img_.png,68.36,142.9,130.67,651.62,119.21,0.038,Shallow (Sunlit / Caustics)
813_img_.png,14.17,150.85,164.04,83.68,111.49,0,Turbid / High Haze + Deep Sea (Severe Cast)
814_img_.png,83.41,96.17,121.71,210.23,95.33,0.0012,Standard / Moderate
815_img_.png,104.99,127.69,134.4,1754.65,121.67,0.021,Shallow (Sunlit / Caustics)
816_img_.png,109.7,159.46,162.76,194.56,144.97,0.1161,Shallow (Sunlit / Caustics)
817_img_.png,84.63,172.19,145.28,294.92,142.94,0.0449,Shallow (Sunlit / Caustics) + High Green Density (Algae)
818_img_.png,32.91,115,121.85,31.75,91.26,0,Turbid / High Haze + Deep Sea (Severe Cast)
819_img_.png,87.97,78.73,61.43,178.32,79.52,0.0834,Shallow (Sunlit / Caustics)
820_img_.png,118.14,117.46,115.87,1173.96,117.48,0.0596,Shallow (Sunlit / Caustics)
821_img_.png,100.97,104.61,135.27,794.09,107.02,0.003,Standard / Moderate
822_img_.png,16.02,116.74,111.33,112.27,86.01,0,Deep Sea (Severe Cast)
823_img_.png,69.47,103.34,118.3,694.46,94.92,0.0169,Standard / Moderate
8262.png,1.29,122.86,179.9,45.17,93.02,0,Turbid / High Haze + Deep Sea (Severe Cast)
827_img_.png,100.93,133.79,134.94,179.56,124.09,0.0178,Standard / Moderate
8288.png,1.71,132.75,172.93,32.76,98.15,0,Turbid / High Haze + Deep Sea (Severe Cast)
828_img_.png,113.5,147.87,164.35,287.7,139.46,0.0445,Shallow (Sunlit / Caustics)
829_img_.png,106.33,173.22,190.91,3246.86,155.23,0.0712,Shallow (Sunlit / Caustics)
82_img_.png,146.58,165.8,133.07,306.17,156.32,0.0439,Shallow (Sunlit / Caustics)
831_img_.png,67.88,120.94,155.8,358.15,109.08,0.0087,Standard / Moderate
832_img_.png,107.31,135.4,122.6,3235.87,125.54,0.1123,Shallow (Sunlit / Caustics)
833_img_.png,77.6,132.01,167.66,2357.12,119.82,0.0354,Shallow (Sunlit / Caustics)
834_img_.png,24.51,149.25,146.24,4.96,111.6,0,Turbid / High Haze + Deep Sea (Severe Cast)
835_img_.png,123.04,175.83,169.9,228.43,159.37,0.0886,Shallow (Sunlit / Caustics)
837.png,68.13,93.75,104.45,64.32,87.32,0.0571,Turbid / High Haze + Shallow (Sunlit / Caustics)
837_img_.png,93.81,118.09,138.45,32.32,113.16,0.0056,Turbid / High Haze
838_img_.png,124.65,121.83,126.61,2228.77,123.22,0.0752,Shallow (Sunlit / Caustics)
841.png,52.6,101.2,101.08,11.49,86.66,0,Turbid / High Haze
841_img_.png,32.23,67.83,131.38,483.64,64.41,0.0006,Deep Sea (Severe Cast)
842_img_.png,46.94,140.79,145.04,134,113.21,0.0012,Standard / Moderate
843_img_.png,79.91,154.64,147.3,446.99,131.46,0.0125,Standard / Moderate
844_img_.png,20.15,95.16,113.5,748.23,74.81,0.0002,Deep Sea (Severe Cast)
845_img_.png,55.31,91.81,95.38,136.84,81.31,0,Standard / Moderate
846_img_.png,86.56,100.04,121.21,1019.39,98.42,0.0194,Standard / Moderate
847_img_.png,61.71,88.8,106.3,313.38,82.7,0.0261,Shallow (Sunlit / Caustics)
848_img_.png,137.65,138.24,139.53,398.66,138.21,0.01,Standard / Moderate
849_img_.png,94.79,171.35,170.84,1589.24,148.4,0.074,Shallow (Sunlit / Caustics)
850_img_.png,1.96,170.67,186.6,63.41,122.02,0.0002,Turbid / High Haze + Deep Sea (Severe Cast)
851_img_.png,125.36,122.46,123.23,720.45,123.42,0.0372,Shallow (Sunlit / Caustics)
852_img_.png,24.82,95.08,146.76,848.31,79.96,0.0057,Deep Sea (Severe Cast)
854_img_.png,29.49,160.55,174.81,187.73,122.99,0.0156,Deep Sea (Severe Cast)
855_img_.png,38.31,145.54,188.77,75.7,118.44,0.0002,Turbid / High Haze + Deep Sea (Severe Cast)
856_img_.png,91.94,125.78,145.16,816.68,117.88,0.0438,Shallow (Sunlit / Caustics)
857_img_.png,30.21,118.85,112.92,1467.16,91.66,0,Deep Sea (Severe Cast)
858_img_.png,84.16,125.14,102.42,22.65,110.29,0.0036,Turbid / High Haze + High Green Density (Algae)
859_img_.png,6.16,104.17,119.5,129.68,76.62,0.002,Deep Sea (Severe Cast)
860_img_.png,100.91,185.08,130.95,505.64,153.74,0.0743,Shallow (Sunlit / Caustics) + High Green Density (Algae)
861_img_.png,3,123.13,137.98,61.09,88.92,0,Turbid / High Haze + Deep Sea (Severe Cast)
862_img_.png,20.92,145.7,164.4,269.28,110.52,0.0199,Deep Sea (Severe Cast)
863_img_.png,107.7,147.49,156.04,809.17,136.57,0.0341,Shallow (Sunlit / Caustics)
865_img_.png,13.06,153.22,161.03,534.99,112.19,0.0021,Deep Sea (Severe Cast)
866_img_.png,92.14,122.49,116.13,2231.58,112.68,0.042,Shallow (Sunlit / Caustics)
867_img_.png,2.47,133.4,166.59,41.59,98.03,0,Turbid / High Haze + Deep Sea (Severe Cast)
868_img_.png,45.96,115.64,135.85,569.7,97.1,0.0132,Standard / Moderate
869_img_.png,60.56,75.92,103.72,1046.84,74.49,0,Standard / Moderate
86_img_.png,68.23,183.03,161.66,66.34,146.27,0.0041,Turbid / High Haze + High Green Density (Algae)
871_img_.png,15.04,121.74,149.05,96.7,92.95,0,Turbid / High Haze + Deep Sea (Severe Cast)
872_img_.png,4.99,168.66,232.78,110.9,127.03,0,Deep Sea (Severe Cast)
873_img_.png,36.74,125.44,159.82,67.53,102.84,0,Turbid / High Haze + Deep Sea (Severe Cast)
874_img_.png,53.16,74.12,94.96,223.89,70.23,0.0041,Standard / Moderate
875_img_.png,119.9,183.6,165.92,818.11,162.52,0.0102,Standard / Moderate
876_img_.png,80.74,129.96,136.53,570.69,115.98,0.0014,Standard / Moderate
877_img_.png,22.97,123.89,126.11,130.53,93.96,0.0019,Deep Sea (Severe Cast)
878_img_.png,15.28,113.59,149.1,968.85,88.24,0.0005,Deep Sea (Severe Cast)
879_img_.png,3.98,97.6,135.95,106.03,73.97,0,Deep Sea (Severe Cast)
87_img_.png,122.24,139.62,154.27,416.57,136.09,0.0063,Standard / Moderate
880_img_.png,58.93,101.86,136.12,421.38,92.93,0,Standard / Moderate
881_img_.png,29.55,134.96,133.96,136.54,103.33,0,Deep Sea (Severe Cast)
887_img_.png,55.75,141.19,159.09,1710.2,117.68,0.0312,Shallow (Sunlit / Caustics)
889_img_.png,93.29,119.71,102.78,50.83,109.87,0,Turbid / High Haze
890.png,38.81,104.89,91.85,10.57,83.64,0,Turbid / High Haze + Deep Sea (Severe Cast)
890_img_.png,102.94,122.98,97.84,99.43,114.12,0.0005,Turbid / High Haze + High Green Density (Algae)
891_img_.png,51.32,113.96,89.2,106.54,92.39,0.0035,High Green Density (Algae)
892_img_.png,103.66,172.57,151.98,14.93,149.6,0,Turbid / High Haze + High Green Density (Algae)
893_img_.png,1.22,135.79,169.76,93.17,99.45,0,Turbid / High Haze + Deep Sea (Severe Cast)
895_img_.png,39.31,136.66,122.68,57.2,105.96,0.0276,Turbid / High Haze + Shallow (Sunlit / Caustics)
896_img_.png,46.55,138.13,140.78,14.21,111.06,0,Turbid / High Haze
89_img_.png,115.43,186.23,182.37,533.23,164.61,0.0289,Shallow (Sunlit / Caustics)
8_img_.png,37.21,149.83,98.9,63.5,110.37,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
901_img_.png,130.93,123.28,98.69,424.06,122.77,0.008,Standard / Moderate
904_img_.png,139.24,150.41,66.79,42.89,137.52,0.0423,Turbid / High Haze + Shallow (Sunlit / Caustics)
905_img_.png,134.11,141.47,144.13,2.29,139.59,0,Turbid / High Haze
906_img_.png,64.86,172.29,56.91,48.5,127.01,0.0001,Turbid / High Haze + High Green Density (Algae)
907_img_.png,104.04,147.78,97.95,8.85,129,0,Turbid / High Haze + High Green Density (Algae)
908_img_.png,92.86,173.46,130.96,39.02,144.49,0,Turbid / High Haze + High Green Density (Algae)
909_img_.png,34.68,180.57,13.24,13.93,117.89,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
90_img_.png,126.22,136.21,150.77,624.35,134.88,0.0094,Standard / Moderate
910_img_.png,49.6,189.71,36.42,40.92,130.35,0.0001,Turbid / High Haze + High Green Density (Algae)
911_img_.png,52.83,115.76,155.12,28.82,101.42,0.0004,Turbid / High Haze
912_img_.png,80.03,113.96,160.61,27.5,109.13,0,Turbid / High Haze
913_img_.png,56.97,124,131.05,1626.11,104.75,0.0236,Shallow (Sunlit / Caustics)
914_img_.png,25.01,127.66,160.9,1648.91,100.76,0,Deep Sea (Severe Cast)
915_img_.png,65.34,108.26,89.26,1328.19,93.26,0.0142,Standard / Moderate
916_img_.png,69.02,109.83,89.45,3825.45,95.29,0.001,High Green Density (Algae)
917_img_.png,80.03,99.3,88.25,186.43,92.28,0.0001,Standard / Moderate
918_img_.png,95.89,102.14,108.52,799.28,101,0.1658,Shallow (Sunlit / Caustics)
919_img_.png,148.08,150.23,97.33,1222.91,143.56,0.0419,Shallow (Sunlit / Caustics)
91_img_.png,39.76,100.9,40.46,337.15,75.71,0.0276,Shallow (Sunlit / Caustics) + High Green Density (Algae)
920_img_.png,99.32,113.16,108.7,1328.44,108.51,0.0099,Standard / Moderate
921_img_.png,89.2,119.28,90.02,221.55,106.95,0.0352,Shallow (Sunlit / Caustics) + High Green Density (Algae)
922_img_.png,106.73,117.28,105.86,106.42,112.82,0.0008,Standard / Moderate
923_img_.png,80.92,102.41,69.94,3794.63,92.28,0.0351,Shallow (Sunlit / Caustics) + High Green Density (Algae)
924_img_.png,28.53,130.23,107.24,9699.2,97.2,0.0081,High Green Density (Algae) + Deep Sea (Severe Cast)
925_img_.png,95.42,124.68,120.61,11138.82,115.47,0.0416,Shallow (Sunlit / Caustics)
926_img_.png,48.54,134.17,119.24,4181.65,106.86,0.0284,Shallow (Sunlit / Caustics)
927_img_.png,37.73,90.7,76.81,1051.22,73.26,0.0009,Deep Sea (Severe Cast)
928_img_.png,56.18,80.34,115.52,4174.58,77.11,0.0116,Standard / Moderate
929_img_.png,88.13,104.04,104.92,1925.45,99.37,0.0144,Standard / Moderate
92_img_.png,126.2,132.41,143.98,741.11,131.87,0.0068,Standard / Moderate
94_img_.png,45.95,135.74,121.63,1036.27,107.28,0.0132,Standard / Moderate
9547.png,140.83,144.75,157.14,370.66,144.99,0.1821,Shallow (Sunlit / Caustics)
9554.png,127.93,160.35,178.83,94.03,152.76,0.1101,Turbid / High Haze + Shallow (Sunlit / Caustics)
9557.png,100.32,131.42,162.59,34.13,125.67,0.0029,Turbid / High Haze
9567.png,45.74,111.61,141.01,81.51,95.27,0.0061,Turbid / High Haze
95_img_.png,115.73,120.99,127.64,481.7,120.18,0.001,Standard / Moderate
96_img_.png,110.4,141.94,134.21,1002.05,131.62,0.0521,Shallow (Sunlit / Caustics)
97_img_.png,123.19,139.39,157.83,224.61,136.65,0.004,Standard / Moderate
9896.png,66.86,112.17,112.14,163.45,98.62,0,Standard / Moderate
98_img_.png,54.75,99.15,143.36,541.9,90.91,0,Standard / Moderate
9900.png,81.84,131.79,135.38,141.61,117.26,0,Standard / Moderate
9907.png,108.44,121.11,109.82,170.13,116.03,0.0001,Standard / Moderate
9947.png,90.12,74.64,64.14,105.23,78.07,0,Standard / Moderate
99_img_.png,73.67,133.01,151.95,445.98,117.4,0.0001,Standard / Moderate
9_img_.png,6.07,99.91,135.36,171.08,75.87,0.0001,Deep Sea (Severe Cast)
